i,y_true,y_pred,proba
123,0,0,0.0999999999999999
124,1,0,0.0999999999999999
125,0,0,0.0999999999999999
126,0,0,0.0999999999999999
127,0,0,0.0999999999999999
128,0,0,0.0999999999999999
129,0,1,0.9
130,1,0,0.0999999999999999
131,0,0,0.0999999999999999
132,0,0,0.0999999999999999
133,0,0,0.0999999999999999
134,1,1,0.9
135,0,1,0.9
136,0,1,0.9
137,0,0,0.0999999999999999
138,1,1,0.9
139,0,0,0.0999999999999999
140,0,0,0.0999999999999999
141,0,0,0.0999999999999999
142,0,0,0.0999999999999999
143,0,0,0.0999999999999999
144,1,1,0.9
145,0,0,0.0999999999999999
146,0,0,0.0999999999999999
147,0,1,0.9
148,0,0,0.0999999999999999
149,0,0,0.0999999999999999
150,0,0,0.0999999999999999
151,0,0,0.0999999999999999
152,1,0,0.0999999999999999
153,0,1,0.9
154,0,0,0.0999999999999999
155,0,0,0.0999999999999999
156,0,0,0.0999999999999999
157,0,0,0.0999999999999999
158,0,0,0.0999999999999999
159,0,0,0.0999999999999999
160,0,0,0.0999999999999999
161,0,0,0.0999999999999999
162,0,0,0.0999999999999999
163,0,0,0.0999999999999999
164,0,0,0.0999999999999999
165,0,0,0.0999999999999999
166,0,0,0.0999999999999999
167,0,0,0.0999999999999999
168,0,1,0.9
169,0,0,0.0999999999999999
170,0,0,0.0999999999999999
171,0,0,0.0999999999999999
172,0,0,0.0999999999999999
173,0,0,0.0999999999999999
174,0,0,0.0999999999999999
175,0,0,0.0999999999999999
176,0,0,0.0999999999999999
177,1,0,0.0999999999999999
178,0,0,0.0999999999999999
179,0,0,0.0999999999999999
180,1,0,0.0999999999999999
181,0,0,0.0999999999999999
182,0,0,0.0999999999999999
183,0,0,0.0999999999999999
184,0,0,0.0999999999999999
185,0,0,0.0999999999999999
186,0,0,0.0999999999999999
187,0,0,0.0999999999999999
188,0,1,0.9
189,1,1,0.9
190,0,0,0.0999999999999999
191,0,0,0.0999999999999999
192,0,0,0.0999999999999999
193,1,0,0.0999999999999999
194,1,0,0.0999999999999999
195,0,0,0.0999999999999999
196,0,0,0.0999999999999999
197,0,0,0.0999999999999999
198,0,0,0.0999999999999999
199,0,0,0.0999999999999999
200,0,1,0.9
201,0,0,0.0999999999999999
202,0,0,0.0999999999999999
203,0,0,0.0999999999999999
204,1,0,0.0999999999999999
205,0,0,0.0999999999999999
206,0,0,0.0999999999999999
207,0,0,0.0999999999999999
208,0,0,0.0999999999999999
209,0,0,0.0999999999999999
210,0,0,0.0999999999999999
211,1,0,0.0999999999999999
212,0,0,0.0999999999999999
213,0,0,0.0999999999999999
214,0,0,0.0999999999999999
215,0,0,0.0999999999999999
216,0,0,0.0999999999999999
217,0,0,0.0999999999999999
218,0,0,0.0999999999999999
219,0,0,0.0999999999999999
220,1,1,0.9
221,0,0,0.0999999999999999
222,0,0,0.0999999999999999
223,0,0,0.0999999999999999
224,1,1,0.9
225,0,0,0.0999999999999999
226,0,0,0.0999999999999999
227,1,1,0.9
228,0,0,0.0999999999999999
229,0,0,0.0999999999999999
230,0,0,0.0999999999999999
231,0,0,0.0999999999999999
232,0,0,0.0999999999999999
233,0,0,0.0999999999999999
234,0,0,0.0999999999999999
235,0,0,0.0999999999999999
236,0,0,0.0999999999999999
237,0,0,0.0999999999999999
238,0,0,0.0999999999999999
239,0,0,0.0999999999999999
240,1,0,0.0999999999999999
241,0,0,0.0999999999999999
242,0,0,0.0999999999999999
243,0,0,0.0999999999999999
244,0,0,0.0999999999999999
245,0,0,0.0999999999999999
246,0,0,0.0999999999999999
247,0,0,0.0999999999999999
248,1,0,0.0999999999999999
249,0,1,0.9
250,0,1,0.9
251,0,1,0.9
252,0,0,0.0999999999999999
253,0,0,0.0999999999999999
254,0,0,0.0999999999999999
255,0,0,0.0999999999999999
256,1,1,0.9
257,0,0,0.0999999999999999
258,0,0,0.0999999999999999
259,0,0,0.0999999999999999
260,0,0,0.0999999999999999
261,0,0,0.0999999999999999
262,0,0,0.0999999999999999
263,0,0,0.0999999999999999
264,0,0,0.0999999999999999
265,0,0,0.0999999999999999
266,0,0,0.0999999999999999
267,0,0,0.0999999999999999
268,0,0,0.0999999999999999
269,0,0,0.0999999999999999
270,0,0,0.0999999999999999
271,0,0,0.0999999999999999
272,0,1,0.9
273,0,0,0.0999999999999999
274,0,0,0.0999999999999999
275,0,1,0.9
276,0,1,0.9
277,0,0,0.0999999999999999
278,0,0,0.0999999999999999
279,0,0,0.0999999999999999
280,0,0,0.0999999999999999
281,0,0,0.0999999999999999
282,0,0,0.0999999999999999
283,0,0,0.0999999999999999
284,0,0,0.0999999999999999
285,0,0,0.0999999999999999
286,0,1,0.9
287,0,0,0.0999999999999999
288,0,0,0.0999999999999999
289,0,1,0.9
290,0,0,0.0999999999999999
291,0,0,0.0999999999999999
292,0,1,0.9
293,0,0,0.0999999999999999
294,0,0,0.0999999999999999
295,0,0,0.0999999999999999
296,0,0,0.0999999999999999
297,1,1,0.9
298,0,0,0.0999999999999999
299,1,1,0.9
300,1,1,0.9
301,0,0,0.0999999999999999
302,0,0,0.0999999999999999
303,0,0,0.0999999999999999
304,0,0,0.0999999999999999
305,0,0,0.0999999999999999
306,0,0,0.0999999999999999
307,0,0,0.0999999999999999
308,0,0,0.0999999999999999
309,0,1,0.9
310,0,0,0.0999999999999999
311,1,1,0.9
312,0,0,0.0999999999999999
313,0,0,0.0999999999999999
314,0,0,0.0999999999999999
315,0,0,0.0999999999999999
316,1,1,0.9
317,0,0,0.0999999999999999
318,0,1,0.9
319,1,1,0.9
320,0,0,0.0999999999999999
321,0,0,0.0999999999999999
322,0,0,0.0999999999999999
323,0,1,0.9
324,0,0,0.0999999999999999
325,0,0,0.0999999999999999
326,1,1,0.9
327,0,0,0.0999999999999999
328,0,0,0.0999999999999999
329,0,0,0.0999999999999999
330,0,0,0.0999999999999999
331,1,0,0.0999999999999999
332,0,0,0.0999999999999999
333,0,0,0.0999999999999999
334,0,0,0.0999999999999999
335,0,1,0.9
336,0,0,0.0999999999999999
337,1,0,0.0999999999999999
338,0,0,0.0999999999999999
339,0,0,0.0999999999999999
340,0,0,0.0999999999999999
341,0,0,0.0999999999999999
342,0,0,0.0999999999999999
343,0,0,0.0999999999999999
344,0,1,0.9
345,1,0,0.0999999999999999
346,0,0,0.0999999999999999
347,0,0,0.0999999999999999
348,0,0,0.0999999999999999
349,0,1,0.9
350,0,0,0.0999999999999999
351,0,0,0.0999999999999999
352,0,0,0.0999999999999999
353,1,0,0.0999999999999999
354,0,0,0.0999999999999999
355,1,1,0.9
356,0,0,0.0999999999999999
357,1,0,0.0999999999999999
358,0,0,0.0999999999999999
359,1,1,0.9
360,0,0,0.0999999999999999
361,0,0,0.0999999999999999
362,1,0,0.0999999999999999
363,0,0,0.0999999999999999
364,0,0,0.0999999999999999
365,0,0,0.0999999999999999
366,1,0,0.0999999999999999
367,0,0,0.0999999999999999
368,0,1,0.9
369,0,0,0.0999999999999999
370,0,0,0.0999999999999999
371,0,0,0.0999999999999999
372,0,0,0.0999999999999999
373,0,0,0.0999999999999999
374,0,0,0.0999999999999999
375,0,0,0.0999999999999999
376,0,0,0.0999999999999999
377,0,0,0.0999999999999999
378,0,0,0.0999999999999999
379,0,0,0.0999999999999999
380,0,1,0.9
381,0,0,0.0999999999999999
382,0,1,0.9
383,0,0,0.0999999999999999
384,0,0,0.0999999999999999
385,0,0,0.0999999999999999
386,0,1,0.9
387,0,0,0.0999999999999999
388,1,1,0.9
389,0,0,0.0999999999999999
390,0,0,0.0999999999999999
391,0,0,0.0999999999999999
392,0,0,0.0999999999999999
393,0,0,0.0999999999999999
394,0,0,0.0999999999999999
395,1,1,0.9
396,0,0,0.0999999999999999
397,0,0,0.0999999999999999
398,0,0,0.0999999999999999
399,0,0,0.0999999999999999
400,1,0,0.0999999999999999
401,0,0,0.0999999999999999
402,0,1,0.9
403,0,0,0.0999999999999999
404,0,0,0.0999999999999999
405,0,0,0.0999999999999999
406,1,0,0.0999999999999999
407,0,0,0.0999999999999999
408,0,0,0.0999999999999999
409,1,0,0.0999999999999999
410,0,0,0.0999999999999999
411,0,0,0.0999999999999999
412,0,0,0.0999999999999999
413,0,0,0.0999999999999999
414,1,1,0.9
415,0,0,0.0999999999999999
416,1,1,0.9
417,0,0,0.0999999999999999
418,0,0,0.0999999999999999
419,0,0,0.0999999999999999
420,1,0,0.0999999999999999
421,1,1,0.9
422,0,0,0.0999999999999999
423,1,0,0.0999999999999999
424,0,0,0.0999999999999999
425,0,1,0.9
426,0,0,0.0999999999999999
427,0,0,0.0999999999999999
428,0,0,0.0999999999999999
429,0,0,0.0999999999999999
430,0,0,0.0999999999999999
431,1,0,0.0999999999999999
432,0,1,0.9
433,0,0,0.0999999999999999
434,0,0,0.0999999999999999
435,0,1,0.9
436,0,0,0.0999999999999999
437,1,0,0.0999999999999999
438,1,1,0.9
439,1,0,0.0999999999999999
440,0,0,0.0999999999999999
441,0,1,0.9
442,0,0,0.0999999999999999
443,1,1,0.9
444,0,0,0.0999999999999999
445,1,0,0.0999999999999999
446,0,0,0.0999999999999999
447,0,0,0.0999999999999999
448,0,0,0.0999999999999999
449,0,0,0.0999999999999999
450,0,0,0.0999999999999999
451,1,1,0.9
452,0,0,0.0999999999999999
453,1,1,0.9
454,0,0,0.0999999999999999
455,0,0,0.0999999999999999
456,0,1,0.9
457,0,0,0.0999999999999999
458,1,1,0.9
459,0,0,0.0999999999999999
460,1,0,0.0999999999999999
461,0,1,0.9
462,0,0,0.0999999999999999
463,0,0,0.0999999999999999
464,0,0,0.0999999999999999
465,0,0,0.0999999999999999
466,0,0,0.0999999999999999
467,0,0,0.0999999999999999
468,0,1,0.9
469,0,0,0.0999999999999999
470,0,0,0.0999999999999999
471,1,1,0.9
472,0,0,0.0999999999999999
473,0,0,0.0999999999999999
474,0,0,0.0999999999999999
475,0,0,0.0999999999999999
476,0,1,0.9
477,0,0,0.0999999999999999
478,0,1,0.9
479,0,0,0.0999999999999999
480,0,0,0.0999999999999999
481,0,0,0.0999999999999999
482,0,0,0.0999999999999999
483,0,0,0.0999999999999999
484,0,0,0.0999999999999999
485,0,0,0.0999999999999999
486,0,0,0.0999999999999999
487,0,0,0.0999999999999999
488,0,0,0.0999999999999999
489,0,0,0.0999999999999999
490,0,0,0.0999999999999999
491,0,0,0.0999999999999999
492,0,0,0.0999999999999999
493,0,0,0.0999999999999999
494,0,0,0.0999999999999999
495,0,0,0.0999999999999999
496,0,0,0.0999999999999999
497,0,0,0.0999999999999999
498,0,1,0.9
499,1,0,0.0999999999999999
500,1,0,0.0999999999999999
501,0,0,0.0999999999999999
502,0,1,0.9
503,0,0,0.0999999999999999
504,0,0,0.0999999999999999
505,0,0,0.0999999999999999
506,0,0,0.0999999999999999
507,0,0,0.0999999999999999
508,0,0,0.0999999999999999
509,0,0,0.0999999999999999
510,0,0,0.0999999999999999
511,0,0,0.0999999999999999
512,0,0,0.0999999999999999
513,0,0,0.0999999999999999
514,0,1,0.9
515,0,0,0.0999999999999999
516,0,0,0.0999999999999999
517,0,0,0.0999999999999999
518,0,0,0.0999999999999999
519,0,0,0.0999999999999999
520,1,0,0.0999999999999999
521,0,0,0.0999999999999999
522,0,0,0.0999999999999999
523,0,0,0.0999999999999999
524,1,1,0.9
525,1,1,0.9
526,0,0,0.0999999999999999
527,0,1,0.9
528,0,0,0.0999999999999999
529,0,0,0.0999999999999999
530,0,0,0.0999999999999999
531,0,0,0.0999999999999999
532,0,1,0.9
533,0,0,0.0999999999999999
534,0,0,0.0999999999999999
535,0,0,0.0999999999999999
536,0,0,0.0999999999999999
537,0,0,0.0999999999999999
538,1,0,0.0999999999999999
539,0,0,0.0999999999999999
540,0,0,0.0999999999999999
541,1,1,0.9
542,0,0,0.0999999999999999
543,0,0,0.0999999999999999
544,1,1,0.9
545,0,0,0.0999999999999999
546,0,0,0.0999999999999999
547,0,0,0.0999999999999999
548,0,1,0.9
549,0,0,0.0999999999999999
550,0,0,0.0999999999999999
551,0,0,0.0999999999999999
552,0,0,0.0999999999999999
553,0,1,0.9
554,0,0,0.0999999999999999
555,0,0,0.0999999999999999
556,0,0,0.0999999999999999
557,0,0,0.0999999999999999
558,0,0,0.0999999999999999
559,0,0,0.0999999999999999
560,0,0,0.0999999999999999
561,0,0,0.0999999999999999
562,0,1,0.9
563,1,1,0.9
564,0,1,0.9
565,0,0,0.0999999999999999
566,0,0,0.0999999999999999
567,0,0,0.0999999999999999
568,0,0,0.0999999999999999
569,0,0,0.0999999999999999
570,0,1,0.9
571,0,0,0.0999999999999999
572,0,1,0.9
573,0,0,0.0999999999999999
574,0,0,0.0999999999999999
575,0,0,0.0999999999999999
576,0,0,0.0999999999999999
577,0,0,0.0999999999999999
578,0,0,0.0999999999999999
579,0,0,0.0999999999999999
580,0,0,0.0999999999999999
581,0,0,0.0999999999999999
582,0,0,0.0999999999999999
583,0,0,0.0999999999999999
584,0,0,0.0999999999999999
585,1,0,0.0999999999999999
586,0,0,0.0999999999999999
587,0,1,0.9
588,0,0,0.0999999999999999
589,0,0,0.0999999999999999
590,0,0,0.0999999999999999
591,0,1,0.9
592,0,0,0.0999999999999999
593,0,0,0.0999999999999999
594,0,0,0.0999999999999999
595,0,0,0.0999999999999999
596,0,0,0.0999999999999999
597,0,0,0.0999999999999999
598,0,0,0.0999999999999999
599,1,0,0.0999999999999999
600,0,0,0.0999999999999999
601,0,0,0.0999999999999999
602,0,1,0.9
603,0,0,0.0999999999999999
604,0,0,0.0999999999999999
605,0,0,0.0999999999999999
606,0,0,0.0999999999999999
607,0,0,0.0999999999999999
608,0,1,0.9
609,0,0,0.0999999999999999
610,1,1,0.9
611,0,0,0.0999999999999999
612,0,0,0.0999999999999999
613,0,1,0.9
614,1,0,0.0999999999999999
615,0,1,0.9
616,0,0,0.0999999999999999
617,0,0,0.0999999999999999
618,0,0,0.0999999999999999
619,0,1,0.9
620,0,1,0.9
621,0,0,0.0999999999999999
622,1,0,0.0999999999999999
623,0,1,0.9
624,0,1,0.9
625,1,0,0.0999999999999999
626,0,0,0.0999999999999999
627,0,0,0.0999999999999999
628,0,0,0.0999999999999999
629,0,0,0.0999999999999999
630,0,0,0.0999999999999999
631,0,1,0.9
632,0,1,0.9
633,0,0,0.0999999999999999
634,0,0,0.0999999999999999
635,0,0,0.0999999999999999
636,0,0,0.0999999999999999
637,0,0,0.0999999999999999
638,0,0,0.0999999999999999
639,0,0,0.0999999999999999
640,0,0,0.0999999999999999
641,0,0,0.0999999999999999
642,0,0,0.0999999999999999
643,0,1,0.9
644,0,0,0.0999999999999999
645,0,0,0.0999999999999999
646,0,0,0.0999999999999999
647,0,0,0.0999999999999999
648,0,0,0.0999999999999999
649,1,1,0.9
650,0,0,0.0999999999999999
651,1,1,0.9
652,0,0,0.0999999999999999
653,1,1,0.9
654,0,0,0.0999999999999999
655,0,0,0.0999999999999999
656,0,0,0.0999999999999999
657,0,0,0.0999999999999999
658,0,0,0.0999999999999999
659,0,0,0.0999999999999999
660,0,0,0.0999999999999999
661,0,0,0.0999999999999999
662,0,0,0.0999999999999999
663,0,0,0.0999999999999999
664,0,0,0.0999999999999999
665,0,0,0.0999999999999999
666,0,1,0.9
667,1,1,0.9
668,1,0,0.0999999999999999
669,0,0,0.0999999999999999
670,0,1,0.9
671,0,0,0.0999999999999999
672,0,0,0.0999999999999999
673,1,0,0.0999999999999999
674,0,0,0.0999999999999999
675,1,1,0.9
676,1,1,0.9
677,0,0,0.0999999999999999
678,0,0,0.0999999999999999
679,0,1,0.9
680,0,0,0.0999999999999999
681,0,0,0.0999999999999999
682,0,0,0.0999999999999999
683,0,0,0.0999999999999999
684,0,0,0.0999999999999999
685,0,0,0.0999999999999999
686,0,0,0.0999999999999999
687,0,0,0.0999999999999999
688,1,0,0.0999999999999999
689,0,0,0.0999999999999999
690,0,1,0.9
691,0,0,0.0999999999999999
692,0,0,0.0999999999999999
693,1,0,0.0999999999999999
694,0,0,0.0999999999999999
695,0,0,0.0999999999999999
696,0,0,0.0999999999999999
697,0,0,0.0999999999999999
698,0,0,0.0999999999999999
699,0,0,0.0999999999999999
700,1,1,0.9
701,0,0,0.0999999999999999
702,0,1,0.9
703,0,1,0.9
704,0,0,0.0999999999999999
705,0,0,0.0999999999999999
706,0,0,0.0999999999999999
707,0,0,0.0999999999999999
708,0,0,0.0999999999999999
709,1,0,0.0999999999999999
710,0,0,0.0999999999999999
711,0,0,0.0999999999999999
712,0,0,0.0999999999999999
713,0,0,0.0999999999999999
714,0,0,0.0999999999999999
715,0,0,0.0999999999999999
716,0,0,0.0999999999999999
717,1,1,0.9
718,1,0,0.0999999999999999
719,1,1,0.9
720,0,0,0.0999999999999999
721,1,0,0.0999999999999999
722,0,0,0.0999999999999999
723,0,0,0.0999999999999999
724,0,0,0.0999999999999999
725,0,0,0.0999999999999999
726,1,1,0.9
727,0,1,0.9
728,0,0,0.0999999999999999
729,0,1,0.9
730,0,0,0.0999999999999999
731,0,0,0.0999999999999999
732,0,0,0.0999999999999999
733,1,0,0.0999999999999999
734,0,0,0.0999999999999999
735,0,0,0.0999999999999999
736,0,0,0.0999999999999999
737,1,1,0.9
738,0,0,0.0999999999999999
739,0,0,0.0999999999999999
740,0,0,0.0999999999999999
741,0,0,0.0999999999999999
742,0,1,0.9
743,0,0,0.0999999999999999
744,1,0,0.0999999999999999
745,0,0,0.0999999999999999
746,0,0,0.0999999999999999
747,1,0,0.0999999999999999
748,0,0,0.0999999999999999
749,0,0,0.0999999999999999
750,0,1,0.9
751,0,0,0.0999999999999999
752,0,0,0.0999999999999999
753,0,0,0.0999999999999999
754,0,0,0.0999999999999999
755,0,0,0.0999999999999999
756,0,0,0.0999999999999999
757,0,0,0.0999999999999999
758,0,0,0.0999999999999999
759,0,0,0.0999999999999999
760,0,0,0.0999999999999999
761,0,0,0.0999999999999999
762,0,0,0.0999999999999999
763,0,0,0.0999999999999999
764,0,0,0.0999999999999999
765,0,0,0.0999999999999999
766,0,0,0.0999999999999999
767,0,1,0.9
768,1,1,0.9
769,0,1,0.9
770,0,0,0.0999999999999999
771,0,0,0.0999999999999999
772,0,1,0.9
773,0,0,0.0999999999999999
774,0,0,0.0999999999999999
775,1,0,0.0999999999999999
776,0,0,0.0999999999999999
777,1,0,0.0999999999999999
778,0,1,0.9
779,0,0,0.0999999999999999
780,0,0,0.0999999999999999
781,0,0,0.0999999999999999
782,0,0,0.0999999999999999
783,0,1,0.9
784,0,0,0.0999999999999999
785,0,0,0.0999999999999999
786,0,0,0.0999999999999999
787,1,0,0.0999999999999999
788,1,1,0.9
789,0,0,0.0999999999999999
790,0,0,0.0999999999999999
791,0,0,0.0999999999999999
792,0,1,0.9
793,0,0,0.0999999999999999
794,0,0,0.0999999999999999
795,0,0,0.0999999999999999
796,0,0,0.0999999999999999
797,0,0,0.0999999999999999
798,1,0,0.0999999999999999
799,0,1,0.9
800,0,0,0.0999999999999999
801,0,0,0.0999999999999999
802,0,0,0.0999999999999999
803,0,0,0.0999999999999999
804,0,0,0.0999999999999999
805,0,0,0.0999999999999999
806,0,0,0.0999999999999999
807,0,0,0.0999999999999999
808,0,0,0.0999999999999999
809,0,0,0.0999999999999999
810,0,0,0.0999999999999999
811,0,0,0.0999999999999999
812,0,1,0.9
813,0,1,0.9
814,0,1,0.9
815,0,0,0.0999999999999999
816,0,0,0.0999999999999999
817,0,1,0.9
818,0,0,0.0999999999999999
819,0,0,0.0999999999999999
820,0,0,0.0999999999999999
821,0,0,0.0999999999999999
822,0,0,0.0999999999999999
823,0,0,0.0999999999999999
824,0,0,0.0999999999999999
825,0,0,0.0999999999999999
826,0,0,0.0999999999999999
827,0,0,0.0999999999999999
828,0,0,0.0999999999999999
829,0,0,0.0999999999999999
830,1,1,0.9
831,0,0,0.0999999999999999
832,1,1,0.9
833,0,1,0.9
834,0,0,0.0999999999999999
835,0,0,0.0999999999999999
836,1,1,0.9
837,0,0,0.0999999999999999
838,0,0,0.0999999999999999
839,1,1,0.9
840,1,0,0.0999999999999999
841,0,0,0.0999999999999999
842,1,1,0.9
843,0,0,0.0999999999999999
844,1,0,0.0999999999999999
845,0,0,0.0999999999999999
846,0,0,0.0999999999999999
847,0,0,0.0999999999999999
848,0,0,0.0999999999999999
849,0,0,0.0999999999999999
850,0,1,0.9
851,0,0,0.0999999999999999
852,0,1,0.9
853,0,0,0.0999999999999999
854,0,0,0.0999999999999999
855,1,0,0.0999999999999999
856,0,0,0.0999999999999999
857,0,0,0.0999999999999999
858,0,0,0.0999999999999999
859,0,0,0.0999999999999999
860,0,0,0.0999999999999999
861,1,0,0.0999999999999999
862,0,0,0.0999999999999999
863,0,0,0.0999999999999999
864,0,0,0.0999999999999999
865,0,0,0.0999999999999999
866,0,0,0.0999999999999999
867,0,1,0.9
868,1,0,0.0999999999999999
869,0,0,0.0999999999999999
870,0,1,0.9
871,0,1,0.9
872,1,1,0.9
873,1,1,0.9
874,0,0,0.0999999999999999
875,0,0,0.0999999999999999
876,0,0,0.0999999999999999
877,1,0,0.0999999999999999
878,0,0,0.0999999999999999
879,0,0,0.0999999999999999
880,0,1,0.9
881,0,0,0.0999999999999999
882,0,0,0.0999999999999999
883,0,0,0.0999999999999999
884,0,0,0.0999999999999999
885,0,0,0.0999999999999999
886,0,0,0.0999999999999999
887,0,0,0.0999999999999999
888,0,1,0.9
889,0,0,0.0999999999999999
890,0,0,0.0999999999999999
891,0,0,0.0999999999999999
892,0,1,0.9
893,0,1,0.9
894,1,0,0.0999999999999999
895,0,0,0.0999999999999999
896,0,0,0.0999999999999999
897,1,1,0.9
898,0,1,0.9
899,0,0,0.0999999999999999
900,0,0,0.0999999999999999
901,1,1,0.9
902,0,0,0.0999999999999999
903,1,0,0.0999999999999999
904,0,0,0.0999999999999999
905,0,0,0.0999999999999999
906,1,1,0.9
907,0,0,0.0999999999999999
908,0,0,0.0999999999999999
909,1,1,0.9
910,1,0,0.0999999999999999
911,0,0,0.0999999999999999
912,0,0,0.0999999999999999
913,0,0,0.0999999999999999
914,1,1,0.9
915,0,0,0.0999999999999999
916,0,0,0.0999999999999999
917,0,0,0.0999999999999999
918,0,0,0.0999999999999999
919,0,0,0.0999999999999999
920,0,0,0.0999999999999999
921,0,0,0.0999999999999999
922,0,0,0.0999999999999999
923,0,1,0.9
924,0,0,0.0999999999999999
925,0,0,0.0999999999999999
926,0,1,0.9
927,0,0,0.0999999999999999
928,0,0,0.0999999999999999
929,0,0,0.0999999999999999
930,0,0,0.0999999999999999
931,0,0,0.0999999999999999
932,0,0,0.0999999999999999
933,0,0,0.0999999999999999
934,0,0,0.0999999999999999
935,0,0,0.0999999999999999
936,0,0,0.0999999999999999
937,0,1,0.9
938,0,1,0.9
939,1,0,0.0999999999999999
940,0,0,0.0999999999999999
941,0,0,0.0999999999999999
942,0,0,0.0999999999999999
943,0,0,0.0999999999999999
944,0,0,0.0999999999999999
945,0,0,0.0999999999999999
946,0,0,0.0999999999999999
947,1,1,0.9
948,0,0,0.0999999999999999
949,1,1,0.9
950,0,0,0.0999999999999999
951,0,0,0.0999999999999999
952,0,0,0.0999999999999999
953,0,1,0.9
954,0,0,0.0999999999999999
955,0,0,0.0999999999999999
956,0,0,0.0999999999999999
957,0,0,0.0999999999999999
958,0,0,0.0999999999999999
959,1,0,0.0999999999999999
960,0,0,0.0999999999999999
961,1,0,0.0999999999999999
962,0,0,0.0999999999999999
963,0,0,0.0999999999999999
964,0,0,0.0999999999999999
965,0,0,0.0999999999999999
966,0,0,0.0999999999999999
967,1,0,0.0999999999999999
968,0,0,0.0999999999999999
969,0,0,0.0999999999999999
970,0,0,0.0999999999999999
971,0,0,0.0999999999999999
972,0,0,0.0999999999999999
973,0,0,0.0999999999999999
974,0,0,0.0999999999999999
975,1,1,0.9
976,0,0,0.0999999999999999
977,0,0,0.0999999999999999
978,1,1,0.9
979,0,0,0.0999999999999999
980,0,1,0.9
981,0,0,0.0999999999999999
982,0,0,0.0999999999999999
983,0,0,0.0999999999999999
984,1,1,0.9
985,0,0,0.0999999999999999
986,0,0,0.0999999999999999
987,0,0,0.0999999999999999
988,1,1,0.9
989,0,0,0.0999999999999999
990,0,0,0.0999999999999999
991,1,0,0.0999999999999999
992,0,1,0.9
993,1,1,0.9
994,0,0,0.0999999999999999
995,0,0,0.0999999999999999
