ts,service,label_fault,is_anomaly,regime,regime_name,metrics.req_rate,metrics.err_rate,metrics.p50_latency,metrics.p99_latency,metrics.cpu,metrics.mem,metrics.gc_pause,metrics.threads,metrics.mem_baseline_1h,logs.log_volume,logs.error_logs,logs.warn_logs,logs.request_logs,traces.trace_count,traces.mean_span_ms,traces.p99_span_ms,traces.error_spans,events.oomkilled,events.crashloop,events.pod_restarts,events.unhealthy
20.0,movie-service,normal,0,0,R0 baseline,21.612340864713016,0.31090176847979367,0.023892291647614458,0.20519687030130623,0.23204877584811365,251462601.97823507,0.022793365827284025,25.89236432954351,180000000.0,160.67845090103688,0.5586999096049916,2.0497833981158133,27.915042089584546,17.400370021857697,32576.91807612395,123423.99949513248,0.13707986371516545,0.0,0.0,0.0,0.0
20.0,actor-service,normal,0,0,R0 baseline,8.145855355533344,0.41112310062168816,0.04440943541791799,0.175515546542588,0.2312167539246738,162295605.0116136,0.04571156834044994,11.32074305892043,180000000.0,141.1863560244718,1.2067095121844849,1.464613681561581,19.130441607888496,23.16625148070277,40695.24228500889,164650.3628702642,0.17753096124775428,0.0,0.0,0.0,0.0
20.0,review-service,normal,0,0,R0 baseline,24.913250697347916,0.10688075097379253,0.042461683479020636,0.19403057575345248,0.2353994647490028,177259444.5579084,0.07440344042445118,39.71881044547474,180000000.0,123.66661166553597,1.5088037935669316,0.013755962675447098,21.636009061492175,23.434302836494133,26376.733857635696,202231.41545121834,0.20107793460694168,0.0,0.0,0.0,0.0
20.0,user-service,cpu_saturation,1,0,R0 baseline,30.990521555644488,0.21797193131966797,0.02643763398806261,0.36656557051517813,0.5551231736680876,70637673.1802151,0.0590585772091816,27.560481759777456,180000000.0,130.85185792654573,1.3256828552914908,3.5225362805850784,24.102654236550585,25.632692605086184,33404.155516792816,330904.31025774067,5.529044795072242,0.0,0.0,0.0,0.0
20.0,search-service,normal,0,0,R0 baseline,27.53380510069075,0.23730594482866726,0.041712757078112825,0.17186890167771293,0.2696026047168888,160914571.9689168,0.08169112210005573,38.6518268311735,180000000.0,37.641152878176655,1.6774067402019548,0.8087942154974022,16.096979387779278,22.805527212117664,31073.22731719152,112752.6263775395,0.1137442297586051,0.0,0.0,0.0,0.0
20.0,recommendation-service,normal,0,0,R0 baseline,17.796023562693016,0.37462743823073313,0.025593017796158815,0.11008160304006512,0.24546037410576213,213208381.6656003,0.038190758543909575,20.805778961191063,180000000.0,208.7787402215098,0.4946797634515423,3.3909118550679187,20.570529383277144,17.035414545744075,28141.862713128223,89395.06843487511,0.17774613688950433,0.0,0.0,0.0,0.0
20.0,auth-service,normal,0,0,R0 baseline,24.366426870169413,0.3719401607508975,0.03713601207071621,0.1664599648523809,0.22951002805391402,246024712.40424886,0.03568936536575742,27.60934751645023,180000000.0,195.8028143576578,0.9081322639503681,0.5397513853032632,18.120520216488657,4.724973235694843,21815.598266899062,235694.71572946268,0.2994452442323561,0.0,0.0,0.0,0.0
20.0,catalog-service,normal,0,0,R0 baseline,18.66582645419796,0.5195732074654139,0.029709292245691125,0.11951692548666472,0.23807164612750464,222470370.52890554,0.03529261703905702,43.36421216428927,180000000.0,150.0268436457472,0.5264678108093972,1.9846048425534628,35.29649269166664,29.427190182420993,34673.22322577683,157538.39406412042,0.17890082772992041,0.0,0.0,0.0,0.0
30.0,gateway-service,latency_spike,1,0,R0 baseline,18.14212072871044,0.34811316424933986,0.072367346443582,0.33592470263636043,0.12218771773651224,215213059.74854738,0.04209208448700133,42.13511422904362,180000000.0,180.57190755041836,0.740650813464228,2.16052998664114,21.527483899909832,13.955069466089036,79503.23688952789,313080.647012695,0.20998584720501667,0.0,0.0,0.0,0.0
30.0,movie-service,normal,0,0,R0 baseline,9.260798834714405,0.48352701699073913,0.03295057826264484,0.1473961862308792,0.1669769360649233,254317022.04069763,0.04184861648602483,21.495950111700793,180000000.0,40.38368632018553,0.62553636863915,3.6414245285806013,18.09400027858761,24.59573062753654,26529.109249420195,199205.36364971075,0.32235863907182205,0.0,0.0,0.0,0.0
30.0,actor-service,normal,0,0,R0 baseline,23.193402822906037,0.39708608549080965,0.040248904700982586,0.25777425936156667,0.26821481770826805,116443434.2626648,0.03624446651847244,15.007995406175452,180000000.0,120.28481512759609,1.2944281753550833,1.7040611476086212,13.445712853459122,27.663356747563476,32853.4345058183,186624.1114503405,0.3702041279101345,0.0,0.0,0.0,0.0
30.0,review-service,normal,0,0,R0 baseline,12.396211083371165,0.457696381625844,0.035149998399754946,0.123031841346636,0.20274443751792706,126362031.3337818,0.048813372142808995,33.91888153425803,180000000.0,125.70502205788132,0.539933521410144,0.49403857209629076,19.376282747888123,23.48503757467249,22166.947606535126,255875.21566384693,0.22826225868474248,0.0,0.0,0.0,0.0
30.0,user-service,cpu_saturation,1,0,R0 baseline,19.350279417863597,0.4380738552670856,0.0329171490119116,0.23757936381103603,0.44110618702660825,146912139.73551676,0.08137810549861725,26.668511505993663,180000000.0,140.72059038365066,0.9754869815217568,2.524133202788156,17.316881073139378,27.202820672148206,33093.80932238131,88943.03741892308,4.660604787958864,0.0,0.0,0.0,0.0
30.0,search-service,normal,0,0,R0 baseline,13.578756084388353,0.07009712555891674,0.0294340886779374,0.115334738042976,0.056193260197443834,244278830.74725497,0.07148159808761145,22.99531371946994,180000000.0,108.7806676109413,0.7792910663423349,2.9625582895908837,15.107652052144756,16.89759352006321,21913.18592873992,128261.55545032983,0.10382439874849295,0.0,0.0,0.0,0.0
30.0,recommendation-service,normal,0,0,R0 baseline,23.699130920619172,0.44502061338945126,0.017353473956824652,0.2100216785510845,0.3021636370803588,252610911.179065,0.022457382721100472,41.06831045494613,180000000.0,110.4188336378196,1.3239857662135122,2.304353727214261,10.67780115923378,16.685292944236622,40189.845911970624,121703.9535432466,0.11454568679312982,0.0,0.0,0.0,0.0
30.0,auth-service,normal,0,0,R0 baseline,24.816321862167612,0.0437491800300137,0.02864345141122763,0.07330364457519142,0.22277718921667006,270939012.742628,0.04432653322607677,26.832979371623907,180000000.0,149.3451406519424,0.8913235014017831,1.3282891069267349,31.78499466313717,21.29449694404054,32581.225840688945,221803.69537598203,0.1889187506151405,0.0,0.0,0.0,0.0
30.0,catalog-service,normal,0,0,R0 baseline,20.894527162428254,0.18501964968146636,0.04037762716483942,0.10490909595045785,0.23298230880931525,119208389.10034382,0.042012207171489346,33.49807951767464,180000000.0,86.10624908510542,0.023748859370355424,3.3314032443739556,8.797553239740626,20.87385760625258,22737.75447074097,177013.74677658867,0.08362500249535554,0.0,0.0,0.0,0.0
40.0,gateway-service,latency_spike,1,0,R0 baseline,11.283233598927133,0.3296149306675363,0.06927799484069713,0.31455724714860317,0.3154477282971758,232338504.80983025,0.028036012244934207,41.083230454060555,180000000.0,91.08300562508502,1.7650169998663277,0.281213470847262,24.539985039976038,25.74904305681158,46096.887574196204,454378.6399427229,0.1519769162436622,0.0,0.0,0.0,0.0
40.0,movie-service,normal,0,0,R0 baseline,27.520105290705473,0.4756852484934787,0.013326970544634251,0.1770465878272412,0.2877354775698963,137106013.85827622,0.053485944327082015,18.093106418150672,180000000.0,123.05316291834006,1.5370981169507352,1.834010000838002,15.016301493419121,12.398328293853641,49048.34388924945,176255.15312034433,0.22218397832821554,0.0,0.0,0.0,0.0
40.0,actor-service,normal,0,0,R0 baseline,17.009268350227742,0.3405453771159769,0.03244109314142895,0.20296482406101077,0.20231260582221744,241643872.998832,0.08060209625670887,37.57383445145163,180000000.0,64.68549865401071,1.548419637113383,2.1873238323893487,19.537775516419124,26.707519900370976,20629.64865040561,25745.45478827285,0.2275788837313129,0.0,0.0,0.0,0.0
40.0,review-service,normal,0,0,R0 baseline,17.907081802278825,0.39956496512631684,0.04550738552520855,0.08719156468365533,0.11156202274714469,155592257.89370683,0.06152081323591622,8.66543653394981,180000000.0,86.55788987173607,1.0294973366544717,1.0116398773457225,20.62584628768468,13.889614819153206,13603.823320764208,133752.47863224763,0.04872344878440891,0.0,0.0,0.0,0.0
40.0,user-service,cpu_saturation,1,0,R0 baseline,37.21120081922126,0.15710112909615973,0.007642623466478562,0.20105309026809684,0.34047853168373304,129282034.25615878,0.0989980605137339,49.82825732628114,180000000.0,137.8220757150488,0.7649132288376034,1.9432093996736095,26.221118004740926,13.903408660940713,32675.580315201663,289345.13383948867,4.168773855491276,0.0,0.0,0.0,0.0
40.0,search-service,normal,0,0,R0 baseline,26.982920019140227,0.2668406677839884,0.03601990059884522,0.09903943969549665,0.24982454145294938,159394266.03341478,0.061905526543444035,27.773886074629655,180000000.0,215.82108883938176,1.524738951767062,2.243094287200264,20.439855173262693,20.228441009234466,50072.53353452477,121969.28951696152,0.15920945158129685,0.0,0.0,0.0,0.0
40.0,recommendation-service,normal,0,0,R0 baseline,16.597159166085827,0.30855810592027877,0.041117466750107724,0.13106843833234583,0.2467073473731842,240399574.51425856,0.014540652796388377,13.3049747669477,180000000.0,105.61208075968786,0.14986355405266127,2.445160914277488,25.177032444437227,5.831899565220679,18544.21179854277,48070.79574687481,0.11987824712012277,0.0,0.0,0.0,0.0
40.0,auth-service,normal,0,0,R0 baseline,8.184352262737413,0.47655237208765966,0.03448537518418779,0.21663518798452386,0.2816480225255242,138901720.41389513,0.04517011856948084,21.588820305614355,180000000.0,89.4897674467648,0.17126191070744157,2.3699955302917814,11.335215708450292,28.349273897441595,33305.42613611038,139526.6138598603,0.17431245206888007,0.0,0.0,0.0,0.0
40.0,catalog-service,normal,0,0,R0 baseline,19.329537855787635,0.28659783960446783,0.01931696358085896,0.179339577305109,0.1741508205478171,204236460.48675945,0.06508477487408713,22.662120164621424,180000000.0,134.96734715259527,1.2551987712037895,0.5635969026784924,18.617506293745436,8.269566524700156,14307.169255258072,159053.39989646833,0.11160931399669508,0.0,0.0,0.0,0.0
50.0,gateway-service,latency_spike,1,0,R0 baseline,24.296607035686936,0.17494185032135492,0.053082881276172125,0.42644063038402746,0.3148763782382862,159654454.7381025,0.022222664734531328,52.98381397466699,180000000.0,63.52613813142851,0.6844113563916345,1.3967676443717072,26.999159208633642,16.324611374699856,81635.30752359123,287861.4086724615,0.24891438173135036,0.0,0.0,0.0,0.0
50.0,movie-service,normal,0,0,R0 baseline,18.253522391740997,0.4389495457648571,0.03975711944740461,0.10424915644229278,0.19333128529464771,175721808.11808497,0.05097028460533779,40.708557730418285,180000000.0,90.71240291714959,0.8740377654302702,0.44026686782013047,21.65247530720173,18.76301439416344,30626.49897380527,135335.62833212494,0.2783164992639067,0.0,0.0,0.0,0.0
50.0,actor-service,normal,0,0,R0 baseline,20.43473300530693,0.45493081043129946,0.02093266005010693,0.1988780732944026,0.08595108087321973,356754144.268055,0.03451382223837829,26.955847564221234,180000000.0,85.5644423453763,1.122613477243126,2.194979840821052,31.105779870007588,15.381629391522448,45858.61628127213,226570.5214517098,0.16279873904924502,0.0,0.0,0.0,0.0
50.0,review-service,normal,0,0,R0 baseline,24.117805334687965,0.4605296921265705,0.027677506081475466,0.21909800198925064,0.257558852835404,95262388.69508117,0.08284100185736765,27.57493308386118,180000000.0,108.6140231788152,1.4532761615217735,1.4939038854632316,30.39681770747828,21.495732984298336,32288.679142313526,191105.4143937069,0.2223401512575853,0.0,0.0,0.0,0.0
50.0,user-service,cpu_saturation,1,0,R0 baseline,29.36782701903506,0.24850077908039597,0.030085703424360104,0.2009230214245896,0.7712668494314642,183967502.77343038,0.051253441690840264,43.78919902458456,180000000.0,151.29096432952713,0.9179559281146009,2.3178354562407897,17.369135928944573,27.467153009743896,34875.71110649895,126756.78126990914,3.9370774204755064,0.0,0.0,0.0,0.0
50.0,search-service,normal,0,0,R0 baseline,27.39958286743811,0.45630883861913507,0.03420623719572005,0.14303858573319028,0.25127101421034986,260507253.42801097,0.02962837574182572,37.107474484374066,180000000.0,66.57198176469387,0.41449665410479186,0.40220097505005925,30.45315083068031,17.265213907472774,43378.25651006891,88614.44730697625,0.2448594877056523,0.0,0.0,0.0,0.0
50.0,recommendation-service,normal,0,0,R0 baseline,36.51117537830352,0.3984733562782439,0.04445911574143367,0.20199574325028122,0.20164376698839154,144957445.38195398,0.06131078703807407,33.79710501577649,180000000.0,96.78922047804195,0.9063787368240475,0.7165800507978639,25.819463874727777,18.228777905398065,30508.332372909295,139850.7414384955,0.2633568253579294,0.0,0.0,0.0,0.0
50.0,auth-service,normal,0,0,R0 baseline,21.70957040338141,0.2688458461891123,0.030855756051356886,0.1909336975126568,0.2799357416205897,98705044.99257119,0.05386063466008389,23.42449457120909,180000000.0,142.51106451933472,1.2355953601969263,2.465912679083354,24.429494064939163,21.53802021440363,32869.88628164919,168682.2159473175,0.09626731436105279,0.0,0.0,0.0,0.0
50.0,catalog-service,normal,0,0,R0 baseline,27.09655949145558,0.08859465092023561,0.01904365952749278,0.17202738824447802,0.22039627823625682,240281634.9412917,0.046961626984615534,42.95732783115636,180000000.0,67.57665511456827,1.257317051819129,3.2511321551423977,12.701162179434476,18.725852246177944,28542.09256637293,160382.84533038738,0.31877871147132386,0.0,0.0,0.0,0.0
60.0,gateway-service,latency_spike,1,0,R0 baseline,25.95820597069064,0.19267805620775327,0.09542348042687575,0.37170123532504007,0.29974523552690774,105617368.29779427,0.050893599855634256,35.257905072439314,180000000.0,74.93816669922901,0.9357759216118722,1.4010527907585617,43.45107041025333,8.184262034380856,75105.92246369064,478503.5652396573,0.18258256535802886,0.0,0.0,0.0,0.0
60.0,movie-service,normal,0,0,R0 baseline,14.833345072127706,0.3503187562431708,0.034922623785443224,0.16899297708014469,0.1630201420393743,218841208.8491355,0.04075892313603785,20.94129061198327,180000000.0,120.75713207139252,0.8635725015436846,2.6489364511616595,22.805706318053577,28.98998614711452,42028.10056302852,214773.408591281,0.08791729686849095,0.0,0.0,0.0,0.0
60.0,actor-service,normal,0,0,R0 baseline,34.12287309998142,0.3015321543865771,0.02659412406649116,0.15414769930254313,0.12866071873971868,169832605.06396738,0.031096477433615568,30.107391666770653,180000000.0,151.38180727288258,1.1255844900161849,2.5604213539402734,24.23117726284473,25.905355094229403,21769.98578472667,222820.1226747494,0.22035168976450664,0.0,0.0,0.0,0.0
60.0,review-service,normal,0,0,R0 baseline,23.357347057666587,0.14270259819738687,0.029350944059064035,0.15808509654254824,0.19771767329123416,204561210.87793007,0.05466585326950682,25.67361436683595,180000000.0,177.34385953002507,0.7641645633539511,3.318047692357191,33.38912802163602,17.15451625715901,45851.565027926794,98036.96827135108,0.24649928657184603,0.0,0.0,0.0,0.0
60.0,user-service,cpu_saturation,1,0,R0 baseline,12.384152958009542,0.32014499578505423,0.03419744374044709,0.2830899877902695,0.3178173229371702,118999063.99519648,0.08153289846466752,46.22981008109887,180000000.0,131.7074427881477,0.02837075677630274,1.0577947372009775,30.410774664840176,19.94597036975335,30748.196655850887,215995.61155679406,2.1729095535024543,0.0,0.0,0.0,0.0
60.0,search-service,normal,0,0,R0 baseline,10.987996145963699,0.22576885424782564,0.03756697495408846,0.10722614885390323,0.1717154476871634,185563476.2221772,0.0513759709701931,19.814947099307428,180000000.0,197.34287914920566,0.5867169786107047,2.7333541318604206,19.376859568795606,9.779448778361727,43867.29337211171,111085.54781769261,0.23722794244627485,0.0,0.0,0.0,0.0
60.0,recommendation-service,normal,0,0,R0 baseline,4.73763424097831,0.3392500787031594,0.006979669118159177,0.2564241630564423,0.28346626229144517,91689137.83985816,0.07612806619901939,52.188718176901986,180000000.0,196.41117098535074,1.9240157447380088,1.773395472036786,22.801590389476974,21.804055381444137,26020.24053908218,157809.89651242006,0.1924937722219503,0.0,0.0,0.0,0.0
60.0,auth-service,normal,0,0,R0 baseline,28.741106987185574,0.46719486260576804,0.03406764241531447,0.14611455610456117,0.2635124568302377,131527507.09436303,0.03740825691233938,22.608424524527127,180000000.0,152.81501874841683,1.2157733861614584,1.434829595001925,12.312414699426409,29.422951707407382,25810.57628598356,196173.8814006813,0.13985981546259205,0.0,0.0,0.0,0.0
60.0,catalog-service,normal,0,0,R0 baseline,10.616336432548588,0.26290089807849387,0.03152363593748018,0.22936882382712342,0.23537050327214443,224021499.8508736,0.090844040915432,45.63430658623012,180000000.0,124.26631441373934,0.22158239521639156,2.486912409857544,22.492973498667716,19.481115393933063,32423.072720627828,141961.92343866135,0.22427434252046236,0.0,0.0,0.0,0.0
70.0,gateway-service,latency_spike,1,0,R0 baseline,15.31939594281785,0.3865563041221916,0.06078892006433819,0.46936789034813137,0.22709057863791499,143892156.286896,0.060885862624752374,64.2489695274657,180000000.0,72.89120629261176,1.5100207336086335,0.6772317152937599,20.13572521571009,21.114299951104883,89745.63244024848,171714.63652968564,0.22980765409967613,0.0,0.0,0.0,0.0
70.0,movie-service,normal,0,0,R0 baseline,26.304710106870388,0.23029451690278288,0.026906393125687135,0.2141949959201912,0.4385923911032326,247968027.34114876,0.06471107796304996,29.313792244536845,180000000.0,182.4863533291341,0.8190793472955399,1.1828161813676785,21.59058139160393,33.71563356610999,29919.022398030065,190325.34386029444,0.24869477539809273,0.0,0.0,0.0,0.0
70.0,actor-service,normal,0,0,R0 baseline,16.292233597619244,0.3681311236530678,0.029307031724243027,0.13949841215790962,0.29233399016515815,124587207.47968248,0.08498073480962598,31.068835790891697,180000000.0,140.03725153443474,0.0,3.399589796868579,13.835695896606378,27.518597313675002,10325.208076555427,156114.14054387476,0.14289803246662697,0.0,0.0,0.0,0.0
70.0,review-service,normal,0,0,R0 baseline,21.577630727991227,0.23006829556596262,0.03293004894684106,0.18709213744334247,0.2552363507848262,72458106.5605603,0.04600489630532668,24.834122135243483,180000000.0,168.36018759533812,1.4028068797625928,3.7091741330984824,23.02566352322757,26.523565864792285,32081.94498726681,228052.95264219,0.3289289399579408,0.0,0.0,0.0,0.0
70.0,user-service,cpu_saturation,1,0,R0 baseline,16.636944739403376,0.39641655421283084,0.03561439847564389,0.38062031230346816,0.7430223739206011,137873674.90211675,0.054061172319412404,41.86776525019558,180000000.0,167.5935296770902,1.9518218672408962,4.4572303334600765,13.70806143520841,16.040014571418507,50377.921545483965,271554.7129308619,3.4108805332126435,0.0,0.0,0.0,0.0
70.0,search-service,normal,0,0,R0 baseline,30.43786607903021,0.3801466830534993,0.03240695816396268,0.22793155153274663,0.20972516636605748,123609535.50815326,0.06264381019905942,18.94867311810296,180000000.0,155.48342201747946,1.2692059550747887,1.9534008550123874,23.580745702915475,12.108155811821364,42832.58154715067,146074.4889779736,0.27812980399180504,0.0,0.0,0.0,0.0
70.0,recommendation-service,normal,0,0,R0 baseline,15.652715223103712,0.22262254445345805,0.024605852370397332,0.09720106040392096,0.09683669066931369,77031729.99575284,0.03869379646895856,42.71425477280387,180000000.0,84.2230485764647,0.4316004283288223,0.4849313827299293,22.421906122905483,17.93701858772294,25783.346662436907,163875.50833633484,0.20619278710507416,0.0,0.0,0.0,0.0
70.0,auth-service,normal,0,0,R0 baseline,23.476875531219257,0.2986651590341968,0.031243519517781582,0.2149048059093935,0.1855369031721224,219066435.1842381,0.07566866552862933,24.929514486557597,180000000.0,65.89093314472879,0.8337782479596039,1.695047164709812,5.5863569784482126,12.541889951724269,13555.950492142205,57182.70206916854,0.07427365757158504,0.0,0.0,0.0,0.0
70.0,catalog-service,normal,0,0,R0 baseline,18.008933387112336,0.45796385414901564,0.03232565794934545,0.2057445253020022,0.2572379468041158,239572263.08051908,0.06662539043625511,28.798865913545818,180000000.0,169.26617736785465,0.5833584904356488,2.746041699050468,22.088559676124024,36.73849146055894,24916.628239216778,160347.58739689755,0.16866129190166185,0.0,0.0,0.0,0.0
80.0,gateway-service,latency_spike,1,0,R0 baseline,22.35833937877965,0.4457565644518673,0.0666546494059241,0.3379727753695267,0.11859088185144043,343459938.27681774,0.05273096997822013,34.61227774342647,180000000.0,145.66630473435785,0.4426943387840404,0.4318367442759736,13.378710209009679,21.287879216982116,96031.10041337364,384085.9251565183,0.09545335186982447,0.0,0.0,0.0,0.0
80.0,movie-service,normal,0,0,R0 baseline,16.566269178337713,0.5976010109972927,0.04304905470648415,0.14487634816433684,0.26267341665193383,150997836.62945956,0.056216239986532406,25.846231191568787,180000000.0,73.44742578716571,1.6851778226597376,1.8487170494504266,19.338608156694825,19.648633664716158,35441.46026585613,127326.87162541873,0.21872311957541601,0.0,0.0,0.0,0.0
80.0,actor-service,normal,0,0,R0 baseline,27.03351421658248,0.3445246373740354,0.020879208367400558,0.20370963950622045,0.19086697270860847,193242986.7534791,0.02885269223069258,18.798537720578366,180000000.0,171.75091226457968,0.6022099628108203,1.5423015511750764,29.527359072661415,44.874509613930115,37397.559003890834,181764.7210845453,0.1309433078157332,0.0,0.0,0.0,0.0
80.0,review-service,normal,0,0,R0 baseline,28.60451871460317,0.4040191347490827,0.008902828462244152,0.18905716381184312,0.22829467260765435,212098304.2458428,0.06718524761068222,40.466714714922915,180000000.0,63.02443153549262,0.5967653284855046,1.0114488912623414,26.42457306301921,17.68727394062659,41969.38129732719,65626.76078825456,0.26030330069828306,0.0,0.0,0.0,0.0
80.0,user-service,cpu_saturation,1,0,R0 baseline,27.68222549768438,0.4008403636496599,0.039558634819986796,0.16608819011430986,0.7477818721879237,130024799.10459055,0.09569571514208168,32.17574330782999,180000000.0,139.8045160908062,0.5541646296261469,1.8894015361766165,13.989385940676778,17.944363283698756,37441.001867779385,362596.0704894476,4.34292507224466,0.0,0.0,0.0,0.0
80.0,search-service,normal,0,0,R0 baseline,16.978160676995554,0.3073930802243474,0.039597806930071026,0.178529124377764,0.24712785300154377,119198834.20595315,0.054210257397875064,32.6939948467517,180000000.0,171.95289865302516,0.8271392271638737,1.5045455136098673,13.690155794716572,31.677325643635143,12174.76303118175,46620.356204100244,0.2828554955502655,0.0,0.0,0.0,0.0
80.0,recommendation-service,normal,0,0,R0 baseline,25.466605968306098,0.32746928003817133,0.028122177159046767,0.17268792796131618,0.19932019780765128,178299295.29403502,0.016286434563796387,32.273174042713975,180000000.0,88.498576662848,1.515389851093158,2.6065540014530866,23.737810831498358,21.10612049842012,40993.23659858212,66830.39624996288,0.14893052451392672,0.0,0.0,0.0,0.0
80.0,auth-service,normal,0,0,R0 baseline,12.427971891229967,0.19100198873091415,0.01651530371167173,0.12489018082851146,0.17635817234430184,98914292.75130855,0.06375177367599238,31.517799288524046,180000000.0,127.3809849397483,0.0,1.6248133997969925,23.566347320638226,26.36781498921004,42038.552045501485,228174.8748482092,0.25567677063194,0.0,0.0,0.0,0.0
80.0,catalog-service,normal,0,0,R0 baseline,23.023094977838294,0.29188313795544435,0.019985666273939384,0.1402908422576023,0.20094513275390882,190587970.92614493,0.04414697621086306,38.60996833283735,180000000.0,172.77426418287607,0.7576567511960918,2.432203854982487,17.276197955768527,20.06232837832281,26646.448049329578,199505.51682472788,0.2424534013849,0.0,0.0,0.0,0.0
90.0,gateway-service,latency_spike,1,0,R0 baseline,11.50194843325801,0.3659467119342044,0.047442487260789444,0.38820370057146125,0.16972464925584363,175507335.48446518,0.0702114172733722,60.220394618963354,180000000.0,77.16186595466885,0.6620903176195634,1.7466825177788257,24.611946882055584,22.338528920728223,59312.16972597741,427233.1681180417,0.3850210930330087,0.0,0.0,0.0,0.0
90.0,movie-service,normal,0,0,R0 baseline,21.294478081983037,0.12258375487457458,0.02869762577519773,0.17573283741747234,0.15714137274396767,181098476.60495275,0.06485488452305366,39.394519260858374,180000000.0,126.69624300831329,1.634576280714799,1.5394924508056238,14.30300634789193,10.803695731096292,40415.409084336345,96355.95922894089,0.23463223356501237,0.0,0.0,0.0,0.0
90.0,actor-service,normal,0,0,R0 baseline,25.354699655569046,0.34276209723671186,0.020348286611651282,0.17297439292122588,0.20393461782110955,139835153.32194957,0.012322102775203693,45.35681602210617,180000000.0,168.0846548861213,2.070923669920041,0.518168286638846,22.656557210793427,15.1524415571079,38584.09438419023,194187.13803256102,0.25281600631996387,0.0,0.0,0.0,0.0
